Id,Sales
1,4040.488020671986
2,7179.513505155544
3,8772.662709228098
4,7648.317886775821
5,7341.073379704193
6,5480.125917787122
7,7326.771345222453
8,7686.536373461147
9,4805.150641375339
10,6004.370417478571
11,6770.582595676846
12,8290.97040240982
13,7125.596800741546
14,8716.702225104169
15,5694.265429022964
16,4792.827537078613
17,5532.011477636976
18,9611.806512194325
19,10825.624456387122
20,9419.751740943271
21,8105.015037703461
22,4675.545942068415
23,5774.950638578636
24,4580.569547756936
25,7774.264491088117
26,10808.970482465063
27,8552.385205520699
28,5578.951664652215
29,5245.4903199295
30,3837.148425079824
31,5584.194554565774
32,10247.131392718868
33,6734.695893297886
34,5098.019100196061
35,5146.166258479058
36,7501.449427468091
37,3602.734437119971
38,7237.585104573333
39,4148.828303127993
40,6735.258080071038
41,6173.972546209087
42,5611.988365988673
43,7171.4643123681
44,6975.213852005501
45,4855.54785578616
46,7082.625976163366
47,6837.695913886838
48,10819.301175827233
49,6084.862217460208
50,8183.976518262552
51,6449.682601680782
52,8559.29229262009
53,6392.01887749832
54,9397.71207186731
55,4968.084564292385
56,5353.864623848712
57,6036.5987804876195
58,6036.888774575086
59,8823.430243433802
60,7003.17173818699
61,5873.420516384124
62,7002.747607173744
63,6763.117266159605
64,9916.724162984743
65,4084.183200412437
66,12441.521118299082
67,5083.6612553827545
68,6093.218092241253
69,7911.236208393137
70,4789.861024107219
71,6132.692707679815
72,6439.889966319253
73,7494.668787453045
74,5490.712422663412
75,5528.058171517035
76,7821.433669637287
77,7561.808230667523
78,6698.140088439806
79,5201.254837333461
80,6917.440133799854
81,10940.025802831908
82,6570.223415520318
83,4341.323682269912
84,6063.493132432791
85,5945.202008157415
86,5208.69877650571
87,7458.272518238606
88,4282.511633810141
89,7802.43143323969
90,6074.366884527549
91,6546.198087897155
92,6690.898891036508
93,4723.241176079821
94,6618.705942153824
95,5091.423278247585
96,7601.605520056774
97,8792.720227380058
98,4936.205919910405
99,5225.762747248798
100,7056.051651976335
101,5548.498094953216
102,5479.60321035742
103,8140.130228458648
104,6516.208025351664
105,6817.796561077698
106,5890.129877130526
107,4647.0899760061675
108,6245.439900531993
109,7530.137679652336
110,7397.557574781001
111,8029.461402226231
112,7622.210609312808
113,5842.326389280477
114,8081.7971588091295
115,6091.795486877676
116,6860.68344252207
117,8317.398169902877
118,6774.279572588202
119,10058.17576707804
120,7264.325914546059
121,7509.395094160964
122,5615.96676067075
123,7244.002140115164
124,7177.954671604707
125,6292.858251308312
126,4151.455662338681
127,5306.805656337581
128,7865.558979862902
129,5804.944758245745
130,4236.316515494015
131,8599.183611738843
132,6426.404583358032
133,6421.9384179154995
134,5677.98022321947
135,5564.794876362343
136,7220.664704222089
137,6850.607198940953
138,6322.297649710725
139,5224.716081968472
140,5823.911599197524
141,6642.460399376036
142,3917.4444097657333
143,6405.494758612556
144,5030.09170285031
145,8096.48401345469
146,7544.967995769521
147,6282.727297090719
148,11226.158646654425
149,5198.2481871131895
150,5067.962536936761
151,10137.477042809107
152,6360.902406407859
153,7950.00660227893
154,7527.353735155499
155,5315.868766436445
156,5861.884519266382
157,5659.825917493725
158,8689.632299865585
159,11340.383423454057
160,6508.934343839094
161,3345.844122842956
162,4627.590476210104
163,8525.096859492474
164,8602.388780266581
165,5626.979300194266
166,6876.9756586061085
167,4728.424393348453
168,6050.730380934575
169,3415.4006779448
170,5088.187346281941
171,6245.3147409810235
172,7222.390319548836
173,6392.283938638054
174,6933.319627450837
175,7875.028654312302
176,8584.013796034662
177,7676.326977962699
178,4708.112497935779
179,8488.216069051561
180,11060.161666097129
181,5600.767770763324
182,7759.671760147678
183,5396.747236638907
184,6404.535901603546
185,3702.241293742104
186,6980.929461422724
187,5497.306235812707
188,8009.526292613854
189,6984.5241519639885
190,7704.104972927038
191,7362.070695526469
192,5350.701041921666
193,7937.553305389368
194,18763.67768426949
195,10141.205449150952
196,5982.786330341969
197,2995.115272537241
198,5925.955735959613
199,8201.62003941368
200,5965.000413407755
201,12023.068636998443
202,18802.796865274307
203,4095.336374898563
204,5538.617112756131
205,7853.275676249888
206,4956.621877399589
207,9001.158940272782
208,6451.744755663299
209,7601.503844893776
210,3636.727933693919
211,6435.114001484093
212,5986.9057896284185
213,7270.376551393679
214,8724.699917157175
215,5928.526073352126
216,5756.642498909395
217,7145.592824491423
218,5416.767098912719
219,4423.464605538576
220,7507.941182740036
221,5685.8875874719115
222,5410.648276846231
223,7233.906085911875
224,5774.996068039714
225,5259.527614071192
226,6735.992378429856
227,7232.455488573388
228,8043.205629069451
229,6479.1579700435395
230,6384.173083986545
231,5694.733191803109
232,3340.2999424608493
233,6116.814163788788
234,6703.675454176425
235,5876.379667351743
236,4872.963605298982
237,8385.655033360452
238,7203.141279879292
239,9553.387035053602
240,6437.586143449382
241,5437.583716457152
242,5589.582524197645
243,4507.469582881459
244,9850.847354371768
245,4913.292776172614
246,7635.03072799183
247,14600.06066567226
248,7014.851473148785
249,7275.283254240885
250,5228.922909811713
251,4641.642474016522
252,7477.46489363746
253,4291.3767148802335
254,5317.880001510501
255,9974.730744452076
256,5378.036411665126
257,17473.869735642253
258,13313.854947524565
259,4387.277911038366
260,6183.273882595043
261,5239.442308201359
262,6678.6201045381395
263,5631.416560971857
264,10480.50830281891
265,7887.509504518473
266,8710.10755057506
267,4692.9357135467635
268,7632.936625752328
269,5086.385426314689
270,9525.738404858961
271,6340.640429493524
272,5984.835076663373
273,6313.590742776149
274,6258.819710677393
275,7985.104893909671
276,9142.881493966273
277,5835.713584859328
278,9877.554560694256
279,6183.915309172458
280,8918.00869256446
281,5400.3967914151535
282,5257.239921990452
283,5521.467643612454
284,10093.62853436305
285,5694.273622875947
286,7690.701889110879
287,6119.775279409908
288,8719.319049679647
289,4466.991079964735
290,7934.375515543166
291,6783.362533374693
292,3934.2088628234396
293,13534.58078925953
294,15966.321903917342
295,6946.78114554071
296,6859.669622415361
297,9067.050809570555
298,10463.18081037849
299,11281.949025882921
300,5837.2515073875575
301,7543.439083685461
302,5845.8338277877065
303,7577.027094347964
304,4199.389914700926
305,5949.94263461476
306,5577.588466490983
307,5813.172863015846
308,7388.000849457234
309,5368.023348503803
310,4834.096519409038
311,6859.595654311924
312,3715.40497369496
313,4720.6810058611545
314,5558.75012724881
315,6165.233581686857
316,8153.794062142686
317,7392.053646463489
318,7017.32846592333
319,5961.697671952378
320,5940.0376417299985
321,10655.994114798536
322,7261.344995611828
323,5614.515897752217
