Id,Sales
1,7312.091
2,7482.177
3,7609.7754
4,7373.7095
5,7439.2
6,7350.4155
7,7548.3687
8,7495.8906
9,7292.3965
10,7350.077
11,7445.095
12,7580.613
13,7442.579
14,7553.6987
15,7383.1895
16,7263.014
17,7407.173
18,7639.8096
19,7744.7314
20,7644.3213
21,7468.0317
22,7305.0474
23,7387.6455
24,7249.5386
25,7580.5557
26,7681.6855
27,7636.912
28,7382.0894
29,7307.2793
30,7314.7944
31,7317.746
32,7688.1294
33,7477.1797
34,7296.568
35,7333.094
36,7465.557
37,7223.3193
38,7504.905
39,7245.0234
40,7408.6587
41,7471.5303
42,7353.7188
43,7487.401
44,7388.339
45,7296.0957
46,7471.9624
47,7459.3306
48,7688.911
49,7420.5723
50,7560.467
51,7459.738
52,7668.019
53,7431.901
54,7620.5483
55,7287.096
56,7302.6616
57,7410.6274
58,7346.8555
59,7622.116
60,7520.1626
61,7371.9097
62,7536.812
63,7443.579
64,7608.655
65,7220.123
66,7882.6294
67,7297.744
68,7378.262
69,7558.1914
70,7405.5757
71,7402.331
72,7434.1235
73,7499.039
74,7331.9653
75,7314.7705
76,7522.253
77,7509.6943
78,7477.0356
79,7293.4424
80,7471.8984
81,7728.8403
82,7436.6333
83,7283.4595
84,7455.714
85,7389.0967
86,7453.597
87,7446.2153
88,7229.398
89,7500.9004
90,7400.4253
91,7470.155
92,7422.4766
93,7273.005
94,7425.184
95,7307.8696
96,7502.7505
97,7632.8
98,7344.4927
99,7328.166
100,7387.8394
101,7392.7144
102,7332.739
103,7546.43
104,7442.2485
105,7526.6343
106,7379.1006
107,7306.321
108,7416.448
109,7506.726
110,7551.44
111,7523.4526
112,7559.855
113,7385.4937
114,7568.6226
115,7351.1436
116,7472.4395
117,7624.135
118,7448.8535
119,7660.743
120,7559.0703
121,7492.627
122,7400.5747
123,7486.864
124,7533.1606
125,7409.736
126,7226.7817
127,7341.879
128,7560.289
129,7481.493
130,7306.411
131,7554.9556
132,7463.5767
133,7375.1396
134,7372.514
135,7349.7437
136,7486.572
137,7476.424
138,7420.1562
139,7341.234
140,7306.2896
141,7446.447
142,7194.9517
143,7422.6963
144,7321.361
145,7585.739
146,7490.3516
147,7419.484
148,7562.927
149,7367.85
150,7340.5356
151,7715.6343
152,7417.6426
153,7554.4
154,7528.4346
155,7325.7983
156,7402.7383
157,7347.158
158,7470.639
159,7833.708
160,7388.478
161,7170.4707
162,7316.1616
163,7527.066
164,7634.3594
165,7407.398
166,7487.2065
167,7289.8525
168,7338.6924
169,7167.616
170,7331.816
171,7370.987
172,7442.567
173,7514.954
174,7412.306
175,7550.0723
176,7597.3574
177,7510.4727
178,7304.519
179,7650.372
180,7788.012
181,7419.2734
182,7510.3193
183,7303.3545
184,7444.9565
185,7246.626
186,7450.559
187,7338.219
188,7590.528
189,7487.652
190,7605.9575
191,7572.899
192,7322.265
193,7571.201
194,8429.977
195,7732.1265
196,7382.324
197,7170.4707
198,7398.0767
199,7647.409
200,7390.96
201,7843.0425
202,8337.568
203,7170.4707
204,7345.95
205,7616.812
206,7306.3975
207,7613.3877
208,7425.569
209,7488.2656
210,7239.1665
211,7463.2524
212,7418.782
213,7494.619
214,7588.8486
215,7454.423
216,7380.119
217,7450.393
218,7330.338
219,7305.6685
220,7541.7744
221,7359.307
222,7419.5854
223,7484.434
224,7402.9136
225,7361.448
226,7488.839
227,7510.44
228,7567.208
229,7409.661
230,7498.582
231,7346.0566
232,7197.395
233,7415.662
234,7439.08
235,7346.615
236,7274.3203
237,7624.0693
238,7469.3145
239,7517.3564
240,7468.8857
241,7389.8677
242,7363.475
243,7288.399
244,7643.4707
245,7294.4136
246,7546.9043
247,8087.721
248,7526.9995
249,7452.4116
250,7285.015
251,7275.688
252,7503.1064
253,7220.9023
254,7439.2407
255,7669.495
256,7353.005
257,7983.695
258,7963.3335
259,7314.5454
260,7527.1655
261,7329.4634
262,7452.4165
263,7350.9126
264,7765.13
265,7481.1265
266,7561.4854
267,7274.6787
268,7477.8975
269,7299.1914
270,7579.4873
271,7475.0034
272,7400.08
273,7453.5117
274,7379.6436
275,7560.441
276,7628.807
277,7392.3
278,7699.814
279,7456.44
280,7639.971
281,7295.3438
282,7306.015
283,7351.756
284,7695.579
285,7465.603
286,7524.559
287,7457.386
288,7588.8535
289,7260.4307
